DimDateID,Date,Day,MONTH,QUARTER,YEAR,LoadTimeStamp
20040730,2004-07-30,30,7,3,2004,0000000000000E60
20040731,2004-07-31,31,7,3,2004,0000000000000E61
20040801,2004-08-01,1,8,3,2004,0000000000000E62
20040802,2004-08-02,2,8,3,2004,0000000000000E63
20040803,2004-08-03,3,8,3,2004,0000000000000E64
20040804,2004-08-04,4,8,3,2004,0000000000000E65
20040805,2004-08-05,5,8,3,2004,0000000000000E66
20040806,2004-08-06,6,8,3,2004,0000000000000E67
20040807,2004-08-07,7,8,3,2004,0000000000000E68
20040808,2004-08-08,8,8,3,2004,0000000000000E69
20040809,2004-08-09,9,8,3,2004,0000000000000E6A
20040810,2004-08-10,10,8,3,2004,0000000000000E6B
20040811,2004-08-11,11,8,3,2004,0000000000000E6C
20040812,2004-08-12,12,8,3,2004,0000000000000E6D
20040813,2004-08-13,13,8,3,2004,0000000000000E6E
20040814,2004-08-14,14,8,3,2004,0000000000000E6F
20040815,2004-08-15,15,8,3,2004,0000000000000E70
20040816,2004-08-16,16,8,3,2004,0000000000000E71
20040817,2004-08-17,17,8,3,2004,0000000000000E72
20040818,2004-08-18,18,8,3,2004,0000000000000E73
20040819,2004-08-19,19,8,3,2004,0000000000000E74
20040820,2004-08-20,20,8,3,2004,0000000000000E75
20040821,2004-08-21,21,8,3,2004,0000000000000E76
20040822,2004-08-22,22,8,3,2004,0000000000000E77
20040823,2004-08-23,23,8,3,2004,0000000000000E78
20040824,2004-08-24,24,8,3,2004,0000000000000E79
20040825,2004-08-25,25,8,3,2004,0000000000000E7A
20040826,2004-08-26,26,8,3,2004,0000000000000E7B
20040827,2004-08-27,27,8,3,2004,0000000000000E7C
20040828,2004-08-28,28,8,3,2004,0000000000000E7D
20040829,2004-08-29,29,8,3,2004,0000000000000E7E
20040830,2004-08-30,30,8,3,2004,0000000000000E7F
20040831,2004-08-31,31,8,3,2004,0000000000000E80
20040901,2004-09-01,1,9,3,2004,0000000000000E81
20040902,2004-09-02,2,9,3,2004,0000000000000E82
20040903,2004-09-03,3,9,3,2004,0000000000000E83
20040904,2004-09-04,4,9,3,2004,0000000000000E84
20040905,2004-09-05,5,9,3,2004,0000000000000E85
20040906,2004-09-06,6,9,3,2004,0000000000000E86
20040907,2004-09-07,7,9,3,2004,0000000000000E87
20040908,2004-09-08,8,9,3,2004,0000000000000E88
20040909,2004-09-09,9,9,3,2004,0000000000000E89
20040910,2004-09-10,10,9,3,2004,0000000000000E8A
20040911,2004-09-11,11,9,3,2004,0000000000000E8B
20040912,2004-09-12,12,9,3,2004,0000000000000E8C
20040913,2004-09-13,13,9,3,2004,0000000000000E8D
20040914,2004-09-14,14,9,3,2004,0000000000000E8E
20040915,2004-09-15,15,9,3,2004,0000000000000E8F
20040916,2004-09-16,16,9,3,2004,0000000000000E90
20040917,2004-09-17,17,9,3,2004,0000000000000E91
20040918,2004-09-18,18,9,3,2004,0000000000000E92
20040919,2004-09-19,19,9,3,2004,0000000000000E93
20040920,2004-09-20,20,9,3,2004,0000000000000E94
20040921,2004-09-21,21,9,3,2004,0000000000000E95
20040922,2004-09-22,22,9,3,2004,0000000000000E96
20040923,2004-09-23,23,9,3,2004,0000000000000E97
20040924,2004-09-24,24,9,3,2004,0000000000000E98
20040925,2004-09-25,25,9,3,2004,0000000000000E99
20040926,2004-09-26,26,9,3,2004,0000000000000E9A
20040927,2004-09-27,27,9,3,2004,0000000000000E9B
20040928,2004-09-28,28,9,3,2004,0000000000000E9C
20040929,2004-09-29,29,9,3,2004,0000000000000E9D
20040930,2004-09-30,30,9,3,2004,0000000000000E9E
20041001,2004-10-01,1,10,4,2004,0000000000000E9F
20041002,2004-10-02,2,10,4,2004,0000000000000EA0
20041003,2004-10-03,3,10,4,2004,0000000000000EA1
20041004,2004-10-04,4,10,4,2004,0000000000000EA2
20041005,2004-10-05,5,10,4,2004,0000000000000EA3
20041006,2004-10-06,6,10,4,2004,0000000000000EA4
20041007,2004-10-07,7,10,4,2004,0000000000000EA5
20041008,2004-10-08,8,10,4,2004,0000000000000EA6
20041009,2004-10-09,9,10,4,2004,0000000000000EA7
20041010,2004-10-10,10,10,4,2004,0000000000000EA8
20041011,2004-10-11,11,10,4,2004,0000000000000EA9
20041012,2004-10-12,12,10,4,2004,0000000000000EAA
20041013,2004-10-13,13,10,4,2004,0000000000000EAB
20041014,2004-10-14,14,10,4,2004,0000000000000EAC
20041015,2004-10-15,15,10,4,2004,0000000000000EAD
20041016,2004-10-16,16,10,4,2004,0000000000000EAE
20041017,2004-10-17,17,10,4,2004,0000000000000EAF
20041018,2004-10-18,18,10,4,2004,0000000000000EB0
20041019,2004-10-19,19,10,4,2004,0000000000000EB1
20041020,2004-10-20,20,10,4,2004,0000000000000EB2
20041021,2004-10-21,21,10,4,2004,0000000000000EB3
20041022,2004-10-22,22,10,4,2004,0000000000000EB4
20041023,2004-10-23,23,10,4,2004,0000000000000EB5
20041024,2004-10-24,24,10,4,2004,0000000000000EB6
20041025,2004-10-25,25,10,4,2004,0000000000000EB7
20041026,2004-10-26,26,10,4,2004,0000000000000EB8
20041027,2004-10-27,27,10,4,2004,0000000000000EB9
20041028,2004-10-28,28,10,4,2004,0000000000000EBA
20041029,2004-10-29,29,10,4,2004,0000000000000EBB
20041030,2004-10-30,30,10,4,2004,0000000000000EBC
20041031,2004-10-31,31,10,4,2004,0000000000000EBD
20041101,2004-11-01,1,11,4,2004,0000000000000EBE
20041102,2004-11-02,2,11,4,2004,0000000000000EBF
20041103,2004-11-03,3,11,4,2004,0000000000000EC0
20041104,2004-11-04,4,11,4,2004,0000000000000EC1
20041105,2004-11-05,5,11,4,2004,0000000000000EC2
20041106,2004-11-06,6,11,4,2004,0000000000000EC3
20041107,2004-11-07,7,11,4,2004,0000000000000EC4
20041108,2004-11-08,8,11,4,2004,0000000000000EC5
20041109,2004-11-09,9,11,4,2004,0000000000000EC6
20041110,2004-11-10,10,11,4,2004,0000000000000EC7
20041111,2004-11-11,11,11,4,2004,0000000000000EC8
20041112,2004-11-12,12,11,4,2004,0000000000000EC9
20041113,2004-11-13,13,11,4,2004,0000000000000ECA
20041114,2004-11-14,14,11,4,2004,0000000000000ECB
20041115,2004-11-15,15,11,4,2004,0000000000000ECC
20041116,2004-11-16,16,11,4,2004,0000000000000ECD
20041117,2004-11-17,17,11,4,2004,0000000000000ECE
20041118,2004-11-18,18,11,4,2004,0000000000000ECF
20041119,2004-11-19,19,11,4,2004,0000000000000ED0
20041120,2004-11-20,20,11,4,2004,0000000000000ED1
20041121,2004-11-21,21,11,4,2004,0000000000000ED2
20041122,2004-11-22,22,11,4,2004,0000000000000ED3
20041123,2004-11-23,23,11,4,2004,0000000000000ED4
20041124,2004-11-24,24,11,4,2004,0000000000000ED5
20041125,2004-11-25,25,11,4,2004,0000000000000ED6
20041126,2004-11-26,26,11,4,2004,0000000000000ED7
20041127,2004-11-27,27,11,4,2004,0000000000000ED8
20041128,2004-11-28,28,11,4,2004,0000000000000ED9
20041129,2004-11-29,29,11,4,2004,0000000000000EDA
20041130,2004-11-30,30,11,4,2004,0000000000000EDB
20041201,2004-12-01,1,12,4,2004,0000000000000EDC
20041202,2004-12-02,2,12,4,2004,0000000000000EDD
20041203,2004-12-03,3,12,4,2004,0000000000000EDE
20041204,2004-12-04,4,12,4,2004,0000000000000EDF
20041205,2004-12-05,5,12,4,2004,0000000000000EE0
20041206,2004-12-06,6,12,4,2004,0000000000000EE1
20041207,2004-12-07,7,12,4,2004,0000000000000EE2
20041208,2004-12-08,8,12,4,2004,0000000000000EE3
20041209,2004-12-09,9,12,4,2004,0000000000000EE4
20041210,2004-12-10,10,12,4,2004,0000000000000EE5
20041211,2004-12-11,11,12,4,2004,0000000000000EE6
20041212,2004-12-12,12,12,4,2004,0000000000000EE7
20041213,2004-12-13,13,12,4,2004,0000000000000EE8
20041214,2004-12-14,14,12,4,2004,0000000000000EE9
20041215,2004-12-15,15,12,4,2004,0000000000000EEA
20041216,2004-12-16,16,12,4,2004,0000000000000EEB
20041217,2004-12-17,17,12,4,2004,0000000000000EEC
20041218,2004-12-18,18,12,4,2004,0000000000000EED
20041219,2004-12-19,19,12,4,2004,0000000000000EEE
20041220,2004-12-20,20,12,4,2004,0000000000000EEF
20041221,2004-12-21,21,12,4,2004,0000000000000EF0
20041222,2004-12-22,22,12,4,2004,0000000000000EF1
20041223,2004-12-23,23,12,4,2004,0000000000000EF2
20041224,2004-12-24,24,12,4,2004,0000000000000EF3
20041225,2004-12-25,25,12,4,2004,0000000000000EF4
20041226,2004-12-26,26,12,4,2004,0000000000000EF5
20041227,2004-12-27,27,12,4,2004,0000000000000EF6
20041228,2004-12-28,28,12,4,2004,0000000000000EF7
20041229,2004-12-29,29,12,4,2004,0000000000000EF8
20041230,2004-12-30,30,12,4,2004,0000000000000EF9
20041231,2004-12-31,31,12,4,2004,0000000000000EFA
20050101,2005-01-01,1,1,1,2005,0000000000000EFB
20050102,2005-01-02,2,1,1,2005,0000000000000EFC
20050103,2005-01-03,3,1,1,2005,0000000000000EFD
20050104,2005-01-04,4,1,1,2005,0000000000000EFE
20050105,2005-01-05,5,1,1,2005,0000000000000EFF
20050106,2005-01-06,6,1,1,2005,0000000000000F01
20050107,2005-01-07,7,1,1,2005,0000000000000F02
20050108,2005-01-08,8,1,1,2005,0000000000000F03
20050109,2005-01-09,9,1,1,2005,0000000000000F04
20050110,2005-01-10,10,1,1,2005,0000000000000F05
20050111,2005-01-11,11,1,1,2005,0000000000000F06
20050112,2005-01-12,12,1,1,2005,0000000000000F07
20050113,2005-01-13,13,1,1,2005,0000000000000F08
20050114,2005-01-14,14,1,1,2005,0000000000000F09
20050115,2005-01-15,15,1,1,2005,0000000000000F0A
20050116,2005-01-16,16,1,1,2005,0000000000000F0B
20050117,2005-01-17,17,1,1,2005,0000000000000F0C
20050118,2005-01-18,18,1,1,2005,0000000000000F0D
20050119,2005-01-19,19,1,1,2005,0000000000000F0E
20050120,2005-01-20,20,1,1,2005,0000000000000F0F
20050121,2005-01-21,21,1,1,2005,0000000000000F10
20050122,2005-01-22,22,1,1,2005,0000000000000F11
20050123,2005-01-23,23,1,1,2005,0000000000000F12
20050124,2005-01-24,24,1,1,2005,0000000000000F13
20050125,2005-01-25,25,1,1,2005,0000000000000F14
20050126,2005-01-26,26,1,1,2005,0000000000000F15
20050127,2005-01-27,27,1,1,2005,0000000000000F16
20050128,2005-01-28,28,1,1,2005,0000000000000F17
20050129,2005-01-29,29,1,1,2005,0000000000000F18
20050130,2005-01-30,30,1,1,2005,0000000000000F19
20050131,2005-01-31,31,1,1,2005,0000000000000F1A
20050201,2005-02-01,1,2,1,2005,0000000000000F1B
20050202,2005-02-02,2,2,1,2005,0000000000000F1C
20050203,2005-02-03,3,2,1,2005,0000000000000F1D
20050204,2005-02-04,4,2,1,2005,0000000000000F1E
20050205,2005-02-05,5,2,1,2005,0000000000000F1F
20050206,2005-02-06,6,2,1,2005,0000000000000F20
20050207,2005-02-07,7,2,1,2005,0000000000000F21
20050208,2005-02-08,8,2,1,2005,0000000000000F22
20050209,2005-02-09,9,2,1,2005,0000000000000F23
20050210,2005-02-10,10,2,1,2005,0000000000000F24
20050211,2005-02-11,11,2,1,2005,0000000000000F25
20050212,2005-02-12,12,2,1,2005,0000000000000F26
20050213,2005-02-13,13,2,1,2005,0000000000000F27
20050214,2005-02-14,14,2,1,2005,0000000000000F28
20050215,2005-02-15,15,2,1,2005,0000000000000F29
20050216,2005-02-16,16,2,1,2005,0000000000000F2A
20050217,2005-02-17,17,2,1,2005,0000000000000F2B
20050218,2005-02-18,18,2,1,2005,0000000000000F2C
20050219,2005-02-19,19,2,1,2005,0000000000000F2D
20050220,2005-02-20,20,2,1,2005,0000000000000F2E
20050221,2005-02-21,21,2,1,2005,0000000000000F2F
20050222,2005-02-22,22,2,1,2005,0000000000000F30
20050223,2005-02-23,23,2,1,2005,0000000000000F31
20050224,2005-02-24,24,2,1,2005,0000000000000F32
20050225,2005-02-25,25,2,1,2005,0000000000000F33
20050226,2005-02-26,26,2,1,2005,0000000000000F34
20050227,2005-02-27,27,2,1,2005,0000000000000F35
20050228,2005-02-28,28,2,1,2005,0000000000000F36
20050301,2005-03-01,1,3,1,2005,0000000000000F37
20050302,2005-03-02,2,3,1,2005,0000000000000F38
20050303,2005-03-03,3,3,1,2005,0000000000000F39
20050304,2005-03-04,4,3,1,2005,0000000000000F3A
20050305,2005-03-05,5,3,1,2005,0000000000000F3B
20050306,2005-03-06,6,3,1,2005,0000000000000F3C
20050307,2005-03-07,7,3,1,2005,0000000000000F3D
20050308,2005-03-08,8,3,1,2005,0000000000000F3E
20050309,2005-03-09,9,3,1,2005,0000000000000F3F
20050310,2005-03-10,10,3,1,2005,0000000000000F40
20050311,2005-03-11,11,3,1,2005,0000000000000F41
20050312,2005-03-12,12,3,1,2005,0000000000000F42
20050313,2005-03-13,13,3,1,2005,0000000000000F43
20050314,2005-03-14,14,3,1,2005,0000000000000F44
20050315,2005-03-15,15,3,1,2005,0000000000000F45
20050316,2005-03-16,16,3,1,2005,0000000000000F46
20050317,2005-03-17,17,3,1,2005,0000000000000F47
20050318,2005-03-18,18,3,1,2005,0000000000000F48
20050319,2005-03-19,19,3,1,2005,0000000000000F49
20050320,2005-03-20,20,3,1,2005,0000000000000F4A
20050321,2005-03-21,21,3,1,2005,0000000000000F4B
20050322,2005-03-22,22,3,1,2005,0000000000000F4C
20050323,2005-03-23,23,3,1,2005,0000000000000F4D
20050324,2005-03-24,24,3,1,2005,0000000000000F4E
20050325,2005-03-25,25,3,1,2005,0000000000000F4F
20050326,2005-03-26,26,3,1,2005,0000000000000F50
20050327,2005-03-27,27,3,1,2005,0000000000000F51
20050328,2005-03-28,28,3,1,2005,0000000000000F52
20050329,2005-03-29,29,3,1,2005,0000000000000F53
20050330,2005-03-30,30,3,1,2005,0000000000000F54
20050331,2005-03-31,31,3,1,2005,0000000000000F55
20050401,2005-04-01,1,4,2,2005,0000000000000F56
20050402,2005-04-02,2,4,2,2005,0000000000000F57
20050403,2005-04-03,3,4,2,2005,0000000000000F58
20050404,2005-04-04,4,4,2,2005,0000000000000F59
20050405,2005-04-05,5,4,2,2005,0000000000000F5A
20050406,2005-04-06,6,4,2,2005,0000000000000F5B
20050407,2005-04-07,7,4,2,2005,0000000000000F5C
20050408,2005-04-08,8,4,2,2005,0000000000000F5D
20050409,2005-04-09,9,4,2,2005,0000000000000F5E
20050410,2005-04-10,10,4,2,2005,0000000000000F5F
20050411,2005-04-11,11,4,2,2005,0000000000000F60
20050412,2005-04-12,12,4,2,2005,0000000000000F61
20050413,2005-04-13,13,4,2,2005,0000000000000F62
20050414,2005-04-14,14,4,2,2005,0000000000000F63
20050415,2005-04-15,15,4,2,2005,0000000000000F64
20050416,2005-04-16,16,4,2,2005,0000000000000F65
20050417,2005-04-17,17,4,2,2005,0000000000000F66
20050418,2005-04-18,18,4,2,2005,0000000000000F67
20050419,2005-04-19,19,4,2,2005,0000000000000F68
20050420,2005-04-20,20,4,2,2005,0000000000000F69
20050421,2005-04-21,21,4,2,2005,0000000000000F6A
20050422,2005-04-22,22,4,2,2005,0000000000000F6B
20050423,2005-04-23,23,4,2,2005,0000000000000F6C
20050424,2005-04-24,24,4,2,2005,0000000000000F6D
20050425,2005-04-25,25,4,2,2005,0000000000000F6E
20050426,2005-04-26,26,4,2,2005,0000000000000F6F
20050427,2005-04-27,27,4,2,2005,0000000000000F70
20050428,2005-04-28,28,4,2,2005,0000000000000F71
20050429,2005-04-29,29,4,2,2005,0000000000000F72
20050430,2005-04-30,30,4,2,2005,0000000000000F73
20050501,2005-05-01,1,5,2,2005,0000000000000F74
20050502,2005-05-02,2,5,2,2005,0000000000000F75
20050503,2005-05-03,3,5,2,2005,0000000000000F76
20050504,2005-05-04,4,5,2,2005,0000000000000F77
20050505,2005-05-05,5,5,2,2005,0000000000000F78
20050506,2005-05-06,6,5,2,2005,0000000000000F79
20050507,2005-05-07,7,5,2,2005,0000000000000F7A
20050508,2005-05-08,8,5,2,2005,0000000000000F7B
20050509,2005-05-09,9,5,2,2005,0000000000000F7C
20050510,2005-05-10,10,5,2,2005,0000000000000F7D
20050511,2005-05-11,11,5,2,2005,0000000000000F7E
20050512,2005-05-12,12,5,2,2005,0000000000000F7F
20050513,2005-05-13,13,5,2,2005,0000000000000F80
20050514,2005-05-14,14,5,2,2005,0000000000000F81
20050515,2005-05-15,15,5,2,2005,0000000000000F82
20050516,2005-05-16,16,5,2,2005,0000000000000F83
20050517,2005-05-17,17,5,2,2005,0000000000000F84
20050518,2005-05-18,18,5,2,2005,0000000000000F85
20050519,2005-05-19,19,5,2,2005,0000000000000F86
20050520,2005-05-20,20,5,2,2005,0000000000000F87
20050521,2005-05-21,21,5,2,2005,0000000000000F88
20050522,2005-05-22,22,5,2,2005,0000000000000F89
20050523,2005-05-23,23,5,2,2005,0000000000000F8A
20050524,2005-05-24,24,5,2,2005,0000000000000F8B
20050525,2005-05-25,25,5,2,2005,0000000000000F8C
20050526,2005-05-26,26,5,2,2005,0000000000000F8D
20050527,2005-05-27,27,5,2,2005,0000000000000F8E
20050528,2005-05-28,28,5,2,2005,0000000000000F8F
20050529,2005-05-29,29,5,2,2005,0000000000000F90
20050530,2005-05-30,30,5,2,2005,0000000000000F91
20050531,2005-05-31,31,5,2,2005,0000000000000F92
20050601,2005-06-01,1,6,2,2005,0000000000000F93
20050602,2005-06-02,2,6,2,2005,0000000000000F94
20050603,2005-06-03,3,6,2,2005,0000000000000F95
20050604,2005-06-04,4,6,2,2005,0000000000000F96
20050605,2005-06-05,5,6,2,2005,0000000000000F97
20050606,2005-06-06,6,6,2,2005,0000000000000F98
20050607,2005-06-07,7,6,2,2005,0000000000000F99
20050608,2005-06-08,8,6,2,2005,0000000000000F9A
20050609,2005-06-09,9,6,2,2005,0000000000000F9B
20050610,2005-06-10,10,6,2,2005,0000000000000F9C
20050611,2005-06-11,11,6,2,2005,0000000000000F9D
20050612,2005-06-12,12,6,2,2005,0000000000000F9E
20050613,2005-06-13,13,6,2,2005,0000000000000F9F
20050614,2005-06-14,14,6,2,2005,0000000000000FA0
20050615,2005-06-15,15,6,2,2005,0000000000000FA1
20050616,2005-06-16,16,6,2,2005,0000000000000FA2
20050617,2005-06-17,17,6,2,2005,0000000000000FA3
20050618,2005-06-18,18,6,2,2005,0000000000000FA4
20050619,2005-06-19,19,6,2,2005,0000000000000FA5
20050620,2005-06-20,20,6,2,2005,0000000000000FA6
20050621,2005-06-21,21,6,2,2005,0000000000000FA7
20050622,2005-06-22,22,6,2,2005,0000000000000FA8
20050623,2005-06-23,23,6,2,2005,0000000000000FA9
20050624,2005-06-24,24,6,2,2005,0000000000000FAA
20050625,2005-06-25,25,6,2,2005,0000000000000FAB
20050626,2005-06-26,26,6,2,2005,0000000000000FAC
20050627,2005-06-27,27,6,2,2005,0000000000000FAD
20050628,2005-06-28,28,6,2,2005,0000000000000FAE
20050629,2005-06-29,29,6,2,2005,0000000000000FAF
20050630,2005-06-30,30,6,2,2005,0000000000000FB0
20050701,2005-07-01,1,7,3,2005,0000000000000FB1
20050702,2005-07-02,2,7,3,2005,0000000000000FB2
20050703,2005-07-03,3,7,3,2005,0000000000000FB3
20050704,2005-07-04,4,7,3,2005,0000000000000FB4
20050705,2005-07-05,5,7,3,2005,0000000000000FB5
20050706,2005-07-06,6,7,3,2005,0000000000000FB6
20050707,2005-07-07,7,7,3,2005,0000000000000FB7
20050708,2005-07-08,8,7,3,2005,0000000000000FB8
20050709,2005-07-09,9,7,3,2005,0000000000000FB9
20050710,2005-07-10,10,7,3,2005,0000000000000FBA
20050711,2005-07-11,11,7,3,2005,0000000000000FBB
20050712,2005-07-12,12,7,3,2005,0000000000000FBC
20050713,2005-07-13,13,7,3,2005,0000000000000FBD
20050714,2005-07-14,14,7,3,2005,0000000000000FBE
20050715,2005-07-15,15,7,3,2005,0000000000000FBF
20050716,2005-07-16,16,7,3,2005,0000000000000FC0
20050717,2005-07-17,17,7,3,2005,0000000000000FC1
20050718,2005-07-18,18,7,3,2005,0000000000000FC2
20050719,2005-07-19,19,7,3,2005,0000000000000FC3
20050720,2005-07-20,20,7,3,2005,0000000000000FC4
20050721,2005-07-21,21,7,3,2005,0000000000000FC5
20050722,2005-07-22,22,7,3,2005,0000000000000FC6
20050723,2005-07-23,23,7,3,2005,0000000000000FC7
